pca_components,min_cluster_size,min_samples,method,epsilon,n_clusters,n_noise,coverage,dbcv,base_score,count_penalty,final_score
5,25,3,eom,0.3,3,844,0.2278,0.0004,0.0001,0.8696,0.0001
5,25,3,eom,0.5,3,844,0.2278,0.0004,0.0001,0.8696,0.0001
5,25,3,eom,1.0,3,844,0.2278,0.0004,0.0001,0.8696,0.0001
5,25,3,leaf,0.0,3,844,0.2278,0.0004,0.0001,0.8696,0.0001
5,25,3,leaf,0.3,3,844,0.2278,0.0004,0.0001,0.8696,0.0001
5,25,3,leaf,0.5,3,844,0.2278,0.0004,0.0001,0.8696,0.0001
5,25,3,leaf,1.0,3,844,0.2278,0.0004,0.0001,0.8696,0.0001
5,25,5,eom,0.0,2,940,0.14,0.0001,0.0,1.0,0.0
5,25,5,eom,0.3,2,940,0.14,0.0001,0.0,1.0,0.0
5,25,5,eom,0.5,2,940,0.14,0.0001,0.0,1.0,0.0
5,25,5,eom,1.0,2,940,0.14,0.0001,0.0,1.0,0.0
5,25,5,leaf,0.0,2,940,0.14,0.0001,0.0,1.0,0.0
5,25,5,leaf,0.3,2,940,0.14,0.0001,0.0,1.0,0.0
5,25,5,leaf,0.5,2,940,0.14,0.0001,0.0,1.0,0.0
5,25,5,leaf,1.0,2,940,0.14,0.0001,0.0,1.0,0.0
5,25,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,25,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,25,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,25,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,25,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,25,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,25,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,25,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,40,1,eom,0.0,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,40,1,eom,0.3,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,40,1,eom,0.5,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,40,1,eom,1.0,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,40,1,leaf,0.0,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,40,1,leaf,0.3,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,40,1,leaf,0.5,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,40,1,leaf,1.0,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,40,3,eom,0.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,40,3,eom,0.3,2,872,0.2022,0.0002,0.0,1.0,0.0
5,40,3,eom,0.5,2,872,0.2022,0.0002,0.0,1.0,0.0
5,40,3,eom,1.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,40,3,leaf,0.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,40,3,leaf,0.3,2,872,0.2022,0.0002,0.0,1.0,0.0
5,40,3,leaf,0.5,2,872,0.2022,0.0002,0.0,1.0,0.0
5,40,3,leaf,1.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,40,5,eom,0.0,2,940,0.14,0.0001,0.0,1.0,0.0
5,40,5,eom,0.3,2,940,0.14,0.0001,0.0,1.0,0.0
5,40,5,eom,0.5,2,940,0.14,0.0001,0.0,1.0,0.0
5,40,5,eom,1.0,2,940,0.14,0.0001,0.0,1.0,0.0
5,40,5,leaf,0.0,2,940,0.14,0.0001,0.0,1.0,0.0
5,40,5,leaf,0.3,2,940,0.14,0.0001,0.0,1.0,0.0
5,40,5,leaf,0.5,2,940,0.14,0.0001,0.0,1.0,0.0
5,40,5,leaf,1.0,2,940,0.14,0.0001,0.0,1.0,0.0
5,40,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,40,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,40,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,40,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,40,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,40,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,40,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,40,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,1,eom,0.0,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,60,1,eom,0.3,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,60,1,eom,0.5,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,60,1,eom,1.0,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,60,1,leaf,0.0,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,60,1,leaf,0.3,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,60,1,leaf,0.5,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,60,1,leaf,1.0,2,870,0.204,0.0005,0.0001,1.0,0.0001
5,60,3,eom,0.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,60,3,eom,0.3,2,872,0.2022,0.0002,0.0,1.0,0.0
5,60,3,eom,0.5,2,872,0.2022,0.0002,0.0,1.0,0.0
5,60,3,eom,1.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,60,3,leaf,0.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,60,3,leaf,0.3,2,872,0.2022,0.0002,0.0,1.0,0.0
5,60,3,leaf,0.5,2,872,0.2022,0.0002,0.0,1.0,0.0
5,60,3,leaf,1.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,60,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,60,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,1,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,1,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,1,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,1,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,1,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,1,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,1,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,1,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,3,eom,0.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,80,3,eom,0.3,2,872,0.2022,0.0002,0.0,1.0,0.0
5,80,3,eom,0.5,2,872,0.2022,0.0002,0.0,1.0,0.0
5,80,3,eom,1.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,80,3,leaf,0.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,80,3,leaf,0.3,2,872,0.2022,0.0002,0.0,1.0,0.0
5,80,3,leaf,0.5,2,872,0.2022,0.0002,0.0,1.0,0.0
5,80,3,leaf,1.0,2,872,0.2022,0.0002,0.0,1.0,0.0
5,80,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
5,80,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,10,1,eom,0.0,2,302,0.7237,0.0025,0.0018,1.0,0.0018
10,10,1,eom,0.3,2,302,0.7237,0.0025,0.0018,1.0,0.0018
10,10,1,eom,0.5,2,302,0.7237,0.0025,0.0018,1.0,0.0018
10,10,1,eom,1.0,2,302,0.7237,0.0025,0.0018,1.0,0.0018
10,10,1,leaf,0.0,11,892,0.1839,0.0762,0.014,0.4255,0.006
10,10,1,leaf,0.3,11,892,0.1839,0.0762,0.014,0.4255,0.006
10,10,1,leaf,0.5,11,892,0.1839,0.0762,0.014,0.4255,0.006
10,10,1,leaf,1.0,11,892,0.1839,0.0762,0.014,0.4255,0.006
10,10,3,eom,0.0,2,669,0.3879,0.0008,0.0003,1.0,0.0003
10,10,3,eom,0.3,2,669,0.3879,0.0008,0.0003,1.0,0.0003
10,10,3,eom,0.5,2,669,0.3879,0.0008,0.0003,1.0,0.0003
10,10,3,eom,1.0,2,669,0.3879,0.0008,0.0003,1.0,0.0003
10,10,3,leaf,0.0,5,904,0.1729,0.1306,0.0226,0.6897,0.0156
10,10,3,leaf,0.3,5,904,0.1729,0.1306,0.0226,0.6897,0.0156
10,10,3,leaf,0.5,5,904,0.1729,0.1306,0.0226,0.6897,0.0156
10,10,3,leaf,1.0,5,904,0.1729,0.1306,0.0226,0.6897,0.0156
10,10,5,eom,0.0,3,977,0.1061,0.0685,0.0073,0.8696,0.0063
10,10,5,eom,0.3,3,977,0.1061,0.0685,0.0073,0.8696,0.0063
10,10,5,eom,0.5,3,977,0.1061,0.0685,0.0073,0.8696,0.0063
10,10,5,eom,1.0,3,977,0.1061,0.0685,0.0073,0.8696,0.0063
10,10,5,leaf,0.0,3,977,0.1061,0.0685,0.0073,0.8696,0.0063
10,10,5,leaf,0.3,3,977,0.1061,0.0685,0.0073,0.8696,0.0063
10,10,5,leaf,0.5,3,977,0.1061,0.0685,0.0073,0.8696,0.0063
10,10,5,leaf,1.0,3,977,0.1061,0.0685,0.0073,0.8696,0.0063
10,10,10,eom,0.0,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,10,10,eom,0.3,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,10,10,eom,0.5,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,10,10,eom,1.0,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,10,10,leaf,0.0,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,10,10,leaf,0.3,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,10,10,leaf,0.5,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,10,10,leaf,1.0,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,15,1,eom,0.0,2,493,0.5489,0.001,0.0006,1.0,0.0006
10,15,1,eom,0.3,2,493,0.5489,0.001,0.0006,1.0,0.0006
10,15,1,eom,0.5,2,493,0.5489,0.001,0.0006,1.0,0.0006
10,15,1,eom,1.0,2,493,0.5489,0.001,0.0006,1.0,0.0006
10,15,1,leaf,0.0,6,934,0.1455,0.0457,0.0066,0.625,0.0042
10,15,1,leaf,0.3,6,934,0.1455,0.0457,0.0066,0.625,0.0042
10,15,1,leaf,0.5,6,934,0.1455,0.0457,0.0066,0.625,0.0042
10,15,1,leaf,1.0,6,934,0.1455,0.0457,0.0066,0.625,0.0042
10,15,3,eom,0.0,2,669,0.3879,0.0008,0.0003,1.0,0.0003
10,15,3,eom,0.3,2,669,0.3879,0.0008,0.0003,1.0,0.0003
10,15,3,eom,0.5,2,669,0.3879,0.0008,0.0003,1.0,0.0003
10,15,3,eom,1.0,2,669,0.3879,0.0008,0.0003,1.0,0.0003
10,15,3,leaf,0.0,3,894,0.1821,0.0168,0.0031,0.8696,0.0027
10,15,3,leaf,0.3,3,894,0.1821,0.0168,0.0031,0.8696,0.0027
10,15,3,leaf,0.5,3,894,0.1821,0.0168,0.0031,0.8696,0.0027
10,15,3,leaf,1.0,3,894,0.1821,0.0168,0.0031,0.8696,0.0027
10,15,5,eom,0.0,2,973,0.1098,0.0003,0.0,1.0,0.0
10,15,5,eom,0.3,2,973,0.1098,0.0003,0.0,1.0,0.0
10,15,5,eom,0.5,2,973,0.1098,0.0003,0.0,1.0,0.0
10,15,5,eom,1.0,2,973,0.1098,0.0003,0.0,1.0,0.0
10,15,5,leaf,0.0,2,973,0.1098,0.0003,0.0,1.0,0.0
10,15,5,leaf,0.3,2,973,0.1098,0.0003,0.0,1.0,0.0
10,15,5,leaf,0.5,2,973,0.1098,0.0003,0.0,1.0,0.0
10,15,5,leaf,1.0,2,973,0.1098,0.0003,0.0,1.0,0.0
10,15,10,eom,0.0,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,15,10,eom,0.3,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,15,10,eom,0.5,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,15,10,eom,1.0,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,15,10,leaf,0.0,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,15,10,leaf,0.3,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,15,10,leaf,0.5,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,15,10,leaf,1.0,2,1040,0.0485,0.0001,0.0,1.0,0.0
10,25,1,eom,0.0,2,493,0.5489,0.001,0.0006,1.0,0.0006
10,25,1,eom,0.3,2,493,0.5489,0.001,0.0006,1.0,0.0006
10,25,1,eom,0.5,2,493,0.5489,0.001,0.0006,1.0,0.0006
10,25,1,eom,1.0,2,493,0.5489,0.001,0.0006,1.0,0.0006
10,25,1,leaf,0.0,3,748,0.3156,0.0285,0.009,0.8696,0.0078
10,25,1,leaf,0.3,3,748,0.3156,0.0285,0.009,0.8696,0.0078
10,25,1,leaf,0.5,3,748,0.3156,0.0285,0.009,0.8696,0.0078
10,25,1,leaf,1.0,3,748,0.3156,0.0285,0.009,0.8696,0.0078
10,25,3,eom,0.0,2,914,0.1638,0.0001,0.0,1.0,0.0
10,25,3,eom,0.3,2,914,0.1638,0.0001,0.0,1.0,0.0
10,25,3,eom,0.5,2,914,0.1638,0.0001,0.0,1.0,0.0
10,25,3,eom,1.0,2,914,0.1638,0.0001,0.0,1.0,0.0
10,25,3,leaf,0.0,2,914,0.1638,0.0001,0.0,1.0,0.0
10,25,3,leaf,0.3,2,914,0.1638,0.0001,0.0,1.0,0.0
10,25,3,leaf,0.5,2,914,0.1638,0.0001,0.0,1.0,0.0
10,25,3,leaf,1.0,2,914,0.1638,0.0001,0.0,1.0,0.0
10,25,5,eom,0.0,2,973,0.1098,0.0003,0.0,1.0,0.0
10,25,5,eom,0.3,2,973,0.1098,0.0003,0.0,1.0,0.0
10,25,5,eom,0.5,2,973,0.1098,0.0003,0.0,1.0,0.0
10,25,5,eom,1.0,2,973,0.1098,0.0003,0.0,1.0,0.0
10,25,5,leaf,0.0,2,973,0.1098,0.0003,0.0,1.0,0.0
10,25,5,leaf,0.3,2,973,0.1098,0.0003,0.0,1.0,0.0
10,25,5,leaf,0.5,2,973,0.1098,0.0003,0.0,1.0,0.0
10,25,5,leaf,1.0,2,973,0.1098,0.0003,0.0,1.0,0.0
10,25,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,25,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,25,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,25,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,25,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,25,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,25,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,25,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,1,eom,0.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,40,1,eom,0.3,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,40,1,eom,0.5,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,40,1,eom,1.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,40,1,leaf,0.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,40,1,leaf,0.3,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,40,1,leaf,0.5,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,40,1,leaf,1.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,40,3,eom,0.0,2,914,0.1638,0.0001,0.0,1.0,0.0
10,40,3,eom,0.3,2,914,0.1638,0.0001,0.0,1.0,0.0
10,40,3,eom,0.5,2,914,0.1638,0.0001,0.0,1.0,0.0
10,40,3,eom,1.0,2,914,0.1638,0.0001,0.0,1.0,0.0
10,40,3,leaf,0.0,2,914,0.1638,0.0001,0.0,1.0,0.0
10,40,3,leaf,0.3,2,914,0.1638,0.0001,0.0,1.0,0.0
10,40,3,leaf,0.5,2,914,0.1638,0.0001,0.0,1.0,0.0
10,40,3,leaf,1.0,2,914,0.1638,0.0001,0.0,1.0,0.0
10,40,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,40,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,1,eom,0.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,60,1,eom,0.3,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,60,1,eom,0.5,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,60,1,eom,1.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,60,1,leaf,0.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,60,1,leaf,0.3,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,60,1,leaf,0.5,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,60,1,leaf,1.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,60,3,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,3,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,3,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,3,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,3,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,3,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,3,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,3,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
10,60,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
10,80,1,eom,0.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,80,1,eom,0.3,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,80,1,eom,0.5,2,782,0.2845,0.0005,0.0002,1.0,0.0002
10,80,1,eom,1.0,2,782,0.2845,0.0005,0.0002,1.0,0.0002
