pca_components,cluster_method,min_samples,min_cluster_size,xi,eps,n_clusters,n_noise,coverage,silhouette,base_score,count_penalty,final_score
12(auto),xi,5,30,0.01,,3,993,0.0915,0.3035,0.0025,0.8696,0.0022
12(auto),xi,5,30,0.03,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,5,30,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,5,30,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,5,30,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,5,30,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,5,30,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,5,30,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,5,30,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,5,50,0.01,,1,1034,0.054,-1.0,-1.0,1.0,-1.0
12(auto),xi,5,50,0.03,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,5,50,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,5,50,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,5,50,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,5,50,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,5,50,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,5,50,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,5,50,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,10,0.01,,7,991,0.0933,0.2679,0.0023,0.5714,0.0013
12(auto),xi,10,10,0.03,,2,1066,0.0247,0.7014,0.0004,1.0,0.0004
12(auto),xi,10,10,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,10,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,10,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,10,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,10,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,10,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,10,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,20,0.01,,2,1041,0.0476,0.5045,0.0011,1.0,0.0011
12(auto),xi,10,20,0.03,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,20,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,20,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,20,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,20,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,20,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,20,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,20,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,30,0.01,,1,1061,0.0293,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,30,0.03,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,30,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,30,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,30,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,30,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,30,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,30,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,30,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,50,0.01,,1,1036,0.0522,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,50,0.03,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,50,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,50,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,10,50,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,50,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,50,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,50,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,10,50,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,10,0.01,,1,1074,0.0174,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,10,0.03,,1,1074,0.0174,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,10,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,10,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,10,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,10,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,10,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,10,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,10,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,20,0.01,,1,1042,0.0467,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,20,0.03,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,20,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,20,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,20,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,20,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,20,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,20,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,20,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,30,0.01,,1,1042,0.0467,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,30,0.03,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,30,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,30,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,30,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,30,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,30,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,30,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,30,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,50,0.01,,1,1042,0.0467,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,50,0.03,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,50,0.05,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,50,0.1,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),xi,20,50,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,50,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,50,,0.3,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,50,,0.5,0,1093,0.0,-1.0,-1.0,1.0,-1.0
12(auto),dbscan,20,50,,1.0,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,3,10,0.01,,46,495,0.5471,0.5815,0.1741,0.1316,0.0229
UMAP-5D,xi,3,10,0.03,,44,516,0.5279,0.5932,0.1653,0.137,0.0226
UMAP-5D,xi,3,10,0.05,,44,513,0.5306,0.5945,0.1674,0.137,0.0229
UMAP-5D,xi,3,10,0.1,,39,595,0.4556,0.6448,0.1339,0.1527,0.0204
UMAP-5D,xi,3,10,0.2,,22,799,0.269,0.6528,0.0472,0.25,0.0118
UMAP-5D,dbscan,3,10,,0.2,82,261,0.7612,0.4335,0.2512,0.0769,0.0193
UMAP-5D,dbscan,3,10,,0.3,42,55,0.9497,0.2802,0.2527,0.1429,0.0361
UMAP-5D,dbscan,3,10,,0.5,5,0,1.0,-0.1545,-1.0,1.0,-1.0
UMAP-5D,dbscan,3,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,3,20,0.01,,23,481,0.5599,0.5568,0.1746,0.241,0.0421
UMAP-5D,xi,3,20,0.03,,23,450,0.5883,0.5476,0.1895,0.241,0.0457
UMAP-5D,xi,3,20,0.05,,23,453,0.5855,0.5485,0.1881,0.241,0.0453
UMAP-5D,xi,3,20,0.1,,21,449,0.5892,0.5681,0.1972,0.2597,0.0512
UMAP-5D,xi,3,20,0.2,,7,854,0.2187,0.7157,0.0342,0.5714,0.0196
UMAP-5D,dbscan,3,20,,0.2,82,261,0.7612,0.4335,0.2512,0.0769,0.0193
UMAP-5D,dbscan,3,20,,0.3,42,55,0.9497,0.2802,0.2527,0.1429,0.0361
UMAP-5D,dbscan,3,20,,0.5,5,0,1.0,-0.1545,-1.0,1.0,-1.0
UMAP-5D,dbscan,3,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,3,30,0.01,,20,356,0.6743,0.5366,0.244,0.2703,0.0659
UMAP-5D,xi,3,30,0.03,,18,389,0.6441,0.559,0.2319,0.2941,0.0682
UMAP-5D,xi,3,30,0.05,,17,401,0.6331,0.5813,0.233,0.3077,0.0717
UMAP-5D,xi,3,30,0.1,,15,478,0.5627,0.583,0.1846,0.339,0.0626
UMAP-5D,xi,3,30,0.2,,7,831,0.2397,0.6863,0.0394,0.5714,0.0225
UMAP-5D,dbscan,3,30,,0.2,82,261,0.7612,0.4335,0.2512,0.0769,0.0193
UMAP-5D,dbscan,3,30,,0.3,42,55,0.9497,0.2802,0.2527,0.1429,0.0361
UMAP-5D,dbscan,3,30,,0.5,5,0,1.0,-0.1545,-1.0,1.0,-1.0
UMAP-5D,dbscan,3,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,3,50,0.01,,7,671,0.3861,0.5926,0.0883,0.5714,0.0505
UMAP-5D,xi,3,50,0.03,,7,671,0.3861,0.5926,0.0883,0.5714,0.0505
UMAP-5D,xi,3,50,0.05,,5,791,0.2763,0.7499,0.0573,0.6897,0.0395
UMAP-5D,xi,3,50,0.1,,4,564,0.484,0.5011,0.1174,0.7692,0.0903
UMAP-5D,xi,3,50,0.2,,1,1043,0.0457,-1.0,-1.0,1.0,-1.0
UMAP-5D,dbscan,3,50,,0.2,82,261,0.7612,0.4335,0.2512,0.0769,0.0193
UMAP-5D,dbscan,3,50,,0.3,42,55,0.9497,0.2802,0.2527,0.1429,0.0361
UMAP-5D,dbscan,3,50,,0.5,5,0,1.0,-0.1545,-1.0,1.0,-1.0
UMAP-5D,dbscan,3,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,5,10,0.01,,46,495,0.5471,0.5849,0.1751,0.1316,0.023
UMAP-5D,xi,5,10,0.03,,45,518,0.5261,0.5947,0.1646,0.1342,0.0221
UMAP-5D,xi,5,10,0.05,,43,535,0.5105,0.6095,0.1589,0.1399,0.0222
UMAP-5D,xi,5,10,0.1,,37,547,0.4995,0.6113,0.1525,0.16,0.0244
UMAP-5D,xi,5,10,0.2,,12,919,0.1592,0.7328,0.0186,0.4,0.0074
UMAP-5D,dbscan,5,10,,0.2,54,458,0.581,0.5194,0.1753,0.1136,0.0199
UMAP-5D,dbscan,5,10,,0.3,36,135,0.8765,0.4446,0.3416,0.1639,0.056
UMAP-5D,dbscan,5,10,,0.5,4,3,0.9973,0.0039,0.0038,0.7692,0.003
UMAP-5D,dbscan,5,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,5,20,0.01,,25,426,0.6102,0.5377,0.2002,0.2247,0.045
UMAP-5D,xi,5,20,0.03,,25,391,0.6423,0.5346,0.2205,0.2247,0.0496
UMAP-5D,xi,5,20,0.05,,24,424,0.6121,0.5516,0.2066,0.2326,0.0481
UMAP-5D,xi,5,20,0.1,,16,563,0.4849,0.6392,0.1503,0.3226,0.0485
UMAP-5D,xi,5,20,0.2,,7,800,0.2681,0.7164,0.0515,0.5714,0.0294
UMAP-5D,dbscan,5,20,,0.2,54,458,0.581,0.5194,0.1753,0.1136,0.0199
UMAP-5D,dbscan,5,20,,0.3,36,135,0.8765,0.4446,0.3416,0.1639,0.056
UMAP-5D,dbscan,5,20,,0.5,4,3,0.9973,0.0039,0.0038,0.7692,0.003
UMAP-5D,dbscan,5,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,5,30,0.01,,20,336,0.6926,0.5342,0.2563,0.2703,0.0693
UMAP-5D,xi,5,30,0.03,,20,274,0.7493,0.5236,0.294,0.2703,0.0794
UMAP-5D,xi,5,30,0.05,,19,287,0.7374,0.5304,0.2884,0.2817,0.0812
UMAP-5D,xi,5,30,0.1,,13,539,0.5069,0.6274,0.1612,0.3774,0.0608
UMAP-5D,xi,5,30,0.2,,7,777,0.2891,0.7166,0.0599,0.5714,0.0342
UMAP-5D,dbscan,5,30,,0.2,54,458,0.581,0.5194,0.1753,0.1136,0.0199
UMAP-5D,dbscan,5,30,,0.3,36,135,0.8765,0.4446,0.3416,0.1639,0.056
UMAP-5D,dbscan,5,30,,0.5,4,3,0.9973,0.0039,0.0038,0.7692,0.003
UMAP-5D,dbscan,5,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,5,50,0.01,,9,497,0.5453,0.4485,0.1334,0.4878,0.0651
UMAP-5D,xi,5,50,0.03,,9,412,0.6231,0.382,0.1483,0.4878,0.0723
UMAP-5D,xi,5,50,0.05,,6,714,0.3468,0.6079,0.0731,0.625,0.0457
UMAP-5D,xi,5,50,0.1,,4,835,0.236,0.6611,0.0368,0.7692,0.0283
UMAP-5D,xi,5,50,0.2,,2,977,0.1061,0.8937,0.0101,1.0,0.0101
UMAP-5D,dbscan,5,50,,0.2,54,458,0.581,0.5194,0.1753,0.1136,0.0199
UMAP-5D,dbscan,5,50,,0.3,36,135,0.8765,0.4446,0.3416,0.1639,0.056
UMAP-5D,dbscan,5,50,,0.5,4,3,0.9973,0.0039,0.0038,0.7692,0.003
UMAP-5D,dbscan,5,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,10,10,0.01,,39,288,0.7365,0.4567,0.2477,0.1527,0.0378
UMAP-5D,xi,10,10,0.03,,39,352,0.678,0.4966,0.2283,0.1527,0.0348
UMAP-5D,xi,10,10,0.05,,37,420,0.6157,0.5315,0.2015,0.16,0.0322
UMAP-5D,xi,10,10,0.1,,24,658,0.398,0.6504,0.103,0.2326,0.024
UMAP-5D,xi,10,10,0.2,,7,869,0.2049,0.7373,0.031,0.5714,0.0177
UMAP-5D,dbscan,10,10,,0.2,15,898,0.1784,0.7508,0.0239,0.339,0.0081
UMAP-5D,dbscan,10,10,,0.3,25,457,0.5819,0.5634,0.1908,0.2247,0.0429
UMAP-5D,dbscan,10,10,,0.5,5,23,0.979,0.2219,0.2126,0.6897,0.1466
UMAP-5D,dbscan,10,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,10,20,0.01,,25,377,0.6551,0.5108,0.2192,0.2247,0.0493
UMAP-5D,xi,10,20,0.03,,22,469,0.5709,0.5618,0.1831,0.25,0.0458
UMAP-5D,xi,10,20,0.05,,20,474,0.5663,0.5863,0.1881,0.2703,0.0508
UMAP-5D,xi,10,20,0.1,,15,535,0.5105,0.6412,0.1671,0.339,0.0567
UMAP-5D,xi,10,20,0.2,,5,859,0.2141,0.7308,0.0335,0.6897,0.0231
UMAP-5D,dbscan,10,20,,0.2,15,898,0.1784,0.7508,0.0239,0.339,0.0081
UMAP-5D,dbscan,10,20,,0.3,25,457,0.5819,0.5634,0.1908,0.2247,0.0429
UMAP-5D,dbscan,10,20,,0.5,5,23,0.979,0.2219,0.2126,0.6897,0.1466
UMAP-5D,dbscan,10,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,10,30,0.01,,20,297,0.7283,0.5076,0.2692,0.2703,0.0728
UMAP-5D,xi,10,30,0.03,,17,419,0.6167,0.5734,0.218,0.3077,0.0671
UMAP-5D,xi,10,30,0.05,,17,418,0.6176,0.5874,0.224,0.3077,0.0689
UMAP-5D,xi,10,30,0.1,,13,529,0.516,0.6455,0.1719,0.3774,0.0649
UMAP-5D,xi,10,30,0.2,,5,859,0.2141,0.7308,0.0335,0.6897,0.0231
UMAP-5D,dbscan,10,30,,0.2,15,898,0.1784,0.7508,0.0239,0.339,0.0081
UMAP-5D,dbscan,10,30,,0.3,25,457,0.5819,0.5634,0.1908,0.2247,0.0429
UMAP-5D,dbscan,10,30,,0.5,5,23,0.979,0.2219,0.2126,0.6897,0.1466
UMAP-5D,dbscan,10,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,10,50,0.01,,8,542,0.5041,0.478,0.1215,0.5263,0.0639
UMAP-5D,xi,10,50,0.03,,7,573,0.4758,0.5371,0.1216,0.5714,0.0695
UMAP-5D,xi,10,50,0.05,,6,714,0.3468,0.5931,0.0713,0.625,0.0446
UMAP-5D,xi,10,50,0.1,,3,912,0.1656,0.8327,0.0228,0.8696,0.0199
UMAP-5D,xi,10,50,0.2,,1,1023,0.064,-1.0,-1.0,1.0,-1.0
UMAP-5D,dbscan,10,50,,0.2,15,898,0.1784,0.7508,0.0239,0.339,0.0081
UMAP-5D,dbscan,10,50,,0.3,25,457,0.5819,0.5634,0.1908,0.2247,0.0429
UMAP-5D,dbscan,10,50,,0.5,5,23,0.979,0.2219,0.2126,0.6897,0.1466
UMAP-5D,dbscan,10,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,20,10,0.01,,25,279,0.7447,0.482,0.2673,0.2247,0.0601
UMAP-5D,xi,20,10,0.03,,22,377,0.6551,0.5285,0.2268,0.25,0.0567
UMAP-5D,xi,20,10,0.05,,19,493,0.5489,0.5763,0.1737,0.2817,0.0489
UMAP-5D,xi,20,10,0.1,,10,683,0.3751,0.6843,0.0963,0.4545,0.0438
UMAP-5D,xi,20,10,0.2,,2,987,0.097,0.6824,0.0064,1.0,0.0064
UMAP-5D,dbscan,20,10,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,dbscan,20,10,,0.3,4,1009,0.0769,0.7239,0.0043,0.7692,0.0033
UMAP-5D,dbscan,20,10,,0.5,12,248,0.7731,0.4077,0.2437,0.4,0.0975
UMAP-5D,dbscan,20,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,20,20,0.01,,22,272,0.7511,0.5019,0.2832,0.25,0.0708
UMAP-5D,xi,20,20,0.03,,20,360,0.6706,0.5485,0.2467,0.2703,0.0667
UMAP-5D,xi,20,20,0.05,,16,512,0.5316,0.6084,0.1719,0.3226,0.0555
UMAP-5D,xi,20,20,0.1,,9,702,0.3577,0.6922,0.0886,0.4878,0.0432
UMAP-5D,xi,20,20,0.2,,2,987,0.097,0.6824,0.0064,1.0,0.0064
UMAP-5D,dbscan,20,20,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,dbscan,20,20,,0.3,4,1009,0.0769,0.7239,0.0043,0.7692,0.0033
UMAP-5D,dbscan,20,20,,0.5,12,248,0.7731,0.4077,0.2437,0.4,0.0975
UMAP-5D,dbscan,20,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,20,30,0.01,,18,341,0.688,0.5365,0.254,0.2941,0.0747
UMAP-5D,xi,20,30,0.03,,16,435,0.602,0.5922,0.2146,0.3226,0.0692
UMAP-5D,xi,20,30,0.05,,14,530,0.5151,0.6093,0.1617,0.3571,0.0577
UMAP-5D,xi,20,30,0.1,,8,731,0.3312,0.7109,0.078,0.5263,0.041
UMAP-5D,xi,20,30,0.2,,2,987,0.097,0.6824,0.0064,1.0,0.0064
UMAP-5D,dbscan,20,30,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,dbscan,20,30,,0.3,4,1009,0.0769,0.7239,0.0043,0.7692,0.0033
UMAP-5D,dbscan,20,30,,0.5,12,248,0.7731,0.4077,0.2437,0.4,0.0975
UMAP-5D,dbscan,20,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,xi,20,50,0.01,,6,673,0.3843,0.6387,0.0943,0.625,0.0589
UMAP-5D,xi,20,50,0.03,,6,683,0.3751,0.648,0.0912,0.625,0.057
UMAP-5D,xi,20,50,0.05,,2,970,0.1125,0.8873,0.0112,1.0,0.0112
UMAP-5D,xi,20,50,0.1,,2,970,0.1125,0.8873,0.0112,1.0,0.0112
UMAP-5D,xi,20,50,0.2,,1,1022,0.065,-1.0,-1.0,1.0,-1.0
UMAP-5D,dbscan,20,50,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-5D,dbscan,20,50,,0.3,4,1009,0.0769,0.7239,0.0043,0.7692,0.0033
UMAP-5D,dbscan,20,50,,0.5,12,248,0.7731,0.4077,0.2437,0.4,0.0975
UMAP-5D,dbscan,20,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,3,10,0.01,,47,492,0.5499,0.5724,0.1731,0.129,0.0223
UMAP-10D,xi,3,10,0.03,,46,495,0.5471,0.5696,0.1705,0.1316,0.0224
UMAP-10D,xi,3,10,0.05,,45,479,0.5618,0.5537,0.1747,0.1342,0.0235
UMAP-10D,xi,3,10,0.1,,38,569,0.4794,0.5826,0.1339,0.1562,0.0209
UMAP-10D,xi,3,10,0.2,,22,755,0.3092,0.6814,0.0652,0.25,0.0163
UMAP-10D,dbscan,3,10,,0.2,94,268,0.7548,0.5051,0.2878,0.0676,0.0194
UMAP-10D,dbscan,3,10,,0.3,39,66,0.9396,0.2691,0.2376,0.1527,0.0363
UMAP-10D,dbscan,3,10,,0.5,3,2,0.9982,0.1708,0.1702,0.8696,0.148
UMAP-10D,dbscan,3,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,3,20,0.01,,22,527,0.5178,0.5909,0.1585,0.25,0.0396
UMAP-10D,xi,3,20,0.03,,21,538,0.5078,0.5993,0.1545,0.2597,0.0401
UMAP-10D,xi,3,20,0.05,,20,528,0.5169,0.5966,0.1594,0.2703,0.0431
UMAP-10D,xi,3,20,0.1,,15,611,0.441,0.6391,0.1243,0.339,0.0421
UMAP-10D,xi,3,20,0.2,,7,796,0.2717,0.6851,0.0506,0.5714,0.0289
UMAP-10D,dbscan,3,20,,0.2,94,268,0.7548,0.5051,0.2878,0.0676,0.0194
UMAP-10D,dbscan,3,20,,0.3,39,66,0.9396,0.2691,0.2376,0.1527,0.0363
UMAP-10D,dbscan,3,20,,0.5,3,2,0.9982,0.1708,0.1702,0.8696,0.148
UMAP-10D,dbscan,3,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,3,30,0.01,,19,414,0.6212,0.5601,0.2162,0.2817,0.0609
UMAP-10D,xi,3,30,0.03,,19,406,0.6285,0.5616,0.2219,0.2817,0.0625
UMAP-10D,xi,3,30,0.05,,18,408,0.6267,0.569,0.2235,0.2941,0.0657
UMAP-10D,xi,3,30,0.1,,14,497,0.5453,0.6248,0.1858,0.3571,0.0663
UMAP-10D,xi,3,30,0.2,,7,752,0.312,0.6454,0.0628,0.5714,0.0359
UMAP-10D,dbscan,3,30,,0.2,94,268,0.7548,0.5051,0.2878,0.0676,0.0194
UMAP-10D,dbscan,3,30,,0.3,39,66,0.9396,0.2691,0.2376,0.1527,0.0363
UMAP-10D,dbscan,3,30,,0.5,3,2,0.9982,0.1708,0.1702,0.8696,0.148
UMAP-10D,dbscan,3,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,3,50,0.01,,9,550,0.4968,0.5248,0.1295,0.4878,0.0632
UMAP-10D,xi,3,50,0.03,,9,543,0.5032,0.5228,0.1324,0.4878,0.0646
UMAP-10D,xi,3,50,0.05,,6,749,0.3147,0.6964,0.069,0.625,0.0431
UMAP-10D,xi,3,50,0.1,,4,863,0.2104,0.8088,0.0358,0.7692,0.0276
UMAP-10D,xi,3,50,0.2,,3,911,0.1665,0.8267,0.0229,0.8696,0.0199
UMAP-10D,dbscan,3,50,,0.2,94,268,0.7548,0.5051,0.2878,0.0676,0.0194
