pca_components,cluster_method,min_samples,min_cluster_size,xi,eps,n_clusters,n_noise,coverage,silhouette,base_score,count_penalty,final_score
UMAP-10D,dbscan,3,50,,0.3,39,66,0.9396,0.2691,0.2376,0.1527,0.0363
UMAP-10D,dbscan,3,50,,0.5,3,2,0.9982,0.1708,0.1702,0.8696,0.148
UMAP-10D,dbscan,3,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,5,10,0.01,,42,500,0.5425,0.5704,0.1679,0.1429,0.024
UMAP-10D,xi,5,10,0.03,,42,502,0.5407,0.5713,0.167,0.1429,0.0239
UMAP-10D,xi,5,10,0.05,,41,498,0.5444,0.565,0.1674,0.146,0.0244
UMAP-10D,xi,5,10,0.1,,30,651,0.4044,0.6087,0.0995,0.1923,0.0191
UMAP-10D,xi,5,10,0.2,,14,862,0.2113,0.7153,0.032,0.3571,0.0114
UMAP-10D,dbscan,5,10,,0.2,65,491,0.5508,0.5579,0.1692,0.0957,0.0162
UMAP-10D,dbscan,5,10,,0.3,34,146,0.8664,0.3953,0.2967,0.1724,0.0512
UMAP-10D,dbscan,5,10,,0.5,2,6,0.9945,0.551,0.5449,1.0,0.5449
UMAP-10D,dbscan,5,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,5,20,0.01,,23,476,0.5645,0.5648,0.18,0.241,0.0434
UMAP-10D,xi,5,20,0.03,,23,472,0.5682,0.5642,0.1821,0.241,0.0439
UMAP-10D,xi,5,20,0.05,,22,452,0.5865,0.5605,0.1928,0.25,0.0482
UMAP-10D,xi,5,20,0.1,,15,619,0.4337,0.6293,0.1184,0.339,0.0401
UMAP-10D,xi,5,20,0.2,,7,768,0.2973,0.6754,0.0597,0.5714,0.0341
UMAP-10D,dbscan,5,20,,0.2,65,491,0.5508,0.5579,0.1692,0.0957,0.0162
UMAP-10D,dbscan,5,20,,0.3,34,146,0.8664,0.3953,0.2967,0.1724,0.0512
UMAP-10D,dbscan,5,20,,0.5,2,6,0.9945,0.551,0.5449,1.0,0.5449
UMAP-10D,dbscan,5,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,5,30,0.01,,19,392,0.6414,0.5539,0.2279,0.2817,0.0642
UMAP-10D,xi,5,30,0.03,,18,432,0.6048,0.5688,0.208,0.2941,0.0612
UMAP-10D,xi,5,30,0.05,,17,436,0.6011,0.5651,0.2042,0.3077,0.0628
UMAP-10D,xi,5,30,0.1,,12,603,0.4483,0.634,0.1274,0.4,0.051
UMAP-10D,xi,5,30,0.2,,6,791,0.2763,0.6586,0.0503,0.625,0.0314
UMAP-10D,dbscan,5,30,,0.2,65,491,0.5508,0.5579,0.1692,0.0957,0.0162
UMAP-10D,dbscan,5,30,,0.3,34,146,0.8664,0.3953,0.2967,0.1724,0.0512
UMAP-10D,dbscan,5,30,,0.5,2,6,0.9945,0.551,0.5449,1.0,0.5449
UMAP-10D,dbscan,5,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,5,50,0.01,,9,502,0.5407,0.5105,0.1493,0.4878,0.0728
UMAP-10D,xi,5,50,0.03,,7,626,0.4273,0.5661,0.1033,0.5714,0.0591
UMAP-10D,xi,5,50,0.05,,5,772,0.2937,0.7036,0.0607,0.6897,0.0419
UMAP-10D,xi,5,50,0.1,,4,638,0.4163,0.4167,0.0722,0.7692,0.0555
UMAP-10D,xi,5,50,0.2,,3,909,0.1683,0.8264,0.0234,0.8696,0.0204
UMAP-10D,dbscan,5,50,,0.2,65,491,0.5508,0.5579,0.1692,0.0957,0.0162
UMAP-10D,dbscan,5,50,,0.3,34,146,0.8664,0.3953,0.2967,0.1724,0.0512
UMAP-10D,dbscan,5,50,,0.5,2,6,0.9945,0.551,0.5449,1.0,0.5449
UMAP-10D,dbscan,5,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,10,10,0.01,,39,416,0.6194,0.5141,0.1972,0.1527,0.0301
UMAP-10D,xi,10,10,0.03,,37,454,0.5846,0.5214,0.1782,0.16,0.0285
UMAP-10D,xi,10,10,0.05,,32,503,0.5398,0.5601,0.1632,0.1818,0.0297
UMAP-10D,xi,10,10,0.1,,20,752,0.312,0.6779,0.066,0.2703,0.0178
UMAP-10D,xi,10,10,0.2,,5,956,0.1253,0.8006,0.0126,0.6897,0.0087
UMAP-10D,dbscan,10,10,,0.2,16,909,0.1683,0.7561,0.0214,0.3226,0.0069
UMAP-10D,dbscan,10,10,,0.3,26,435,0.602,0.5633,0.2041,0.2174,0.0444
UMAP-10D,dbscan,10,10,,0.5,5,31,0.9716,0.2672,0.2522,0.6897,0.174
UMAP-10D,dbscan,10,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,10,20,0.01,,25,398,0.6359,0.5245,0.2121,0.2247,0.0477
UMAP-10D,xi,10,20,0.03,,23,423,0.613,0.541,0.2033,0.241,0.049
UMAP-10D,xi,10,20,0.05,,21,466,0.5737,0.5774,0.19,0.2597,0.0494
UMAP-10D,xi,10,20,0.1,,10,711,0.3495,0.6809,0.0832,0.4545,0.0378
UMAP-10D,xi,10,20,0.2,,3,985,0.0988,0.8683,0.0085,0.8696,0.0074
UMAP-10D,dbscan,10,20,,0.2,16,909,0.1683,0.7561,0.0214,0.3226,0.0069
UMAP-10D,dbscan,10,20,,0.3,26,435,0.602,0.5633,0.2041,0.2174,0.0444
UMAP-10D,dbscan,10,20,,0.5,5,31,0.9716,0.2672,0.2522,0.6897,0.174
UMAP-10D,dbscan,10,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,10,30,0.01,,18,377,0.6551,0.5546,0.238,0.2941,0.07
UMAP-10D,xi,10,30,0.03,,17,405,0.6295,0.566,0.2243,0.3077,0.069
UMAP-10D,xi,10,30,0.05,,16,478,0.5627,0.6113,0.1936,0.3226,0.0624
UMAP-10D,xi,10,30,0.1,,9,666,0.3907,0.6508,0.0993,0.4878,0.0485
UMAP-10D,xi,10,30,0.2,,3,969,0.1134,0.8511,0.011,0.8696,0.0095
UMAP-10D,dbscan,10,30,,0.2,16,909,0.1683,0.7561,0.0214,0.3226,0.0069
UMAP-10D,dbscan,10,30,,0.3,26,435,0.602,0.5633,0.2041,0.2174,0.0444
UMAP-10D,dbscan,10,30,,0.5,5,31,0.9716,0.2672,0.2522,0.6897,0.174
UMAP-10D,dbscan,10,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,10,50,0.01,,9,484,0.5572,0.4766,0.148,0.4878,0.0722
UMAP-10D,xi,10,50,0.03,,8,525,0.5197,0.4813,0.13,0.5263,0.0684
UMAP-10D,xi,10,50,0.05,,3,905,0.172,0.8189,0.0242,0.8696,0.0211
UMAP-10D,xi,10,50,0.1,,3,905,0.172,0.8189,0.0242,0.8696,0.0211
UMAP-10D,xi,10,50,0.2,,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,10,50,,0.2,16,909,0.1683,0.7561,0.0214,0.3226,0.0069
UMAP-10D,dbscan,10,50,,0.3,26,435,0.602,0.5633,0.2041,0.2174,0.0444
UMAP-10D,dbscan,10,50,,0.5,5,31,0.9716,0.2672,0.2522,0.6897,0.174
UMAP-10D,dbscan,10,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,20,10,0.01,,23,294,0.731,0.4909,0.2623,0.241,0.0632
UMAP-10D,xi,20,10,0.03,,21,384,0.6487,0.5219,0.2196,0.2597,0.057
UMAP-10D,xi,20,10,0.05,,20,473,0.5672,0.5438,0.175,0.2703,0.0473
UMAP-10D,xi,20,10,0.1,,9,763,0.3019,0.7335,0.0669,0.4878,0.0326
UMAP-10D,xi,20,10,0.2,,1,1023,0.064,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,20,10,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,20,10,,0.3,4,1013,0.0732,0.8731,0.0047,0.7692,0.0036
UMAP-10D,dbscan,20,10,,0.5,12,236,0.7841,0.4258,0.2618,0.4,0.1047
UMAP-10D,dbscan,20,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,20,20,0.01,,20,328,0.6999,0.5335,0.2614,0.2703,0.0706
UMAP-10D,xi,20,20,0.03,,17,446,0.5919,0.5817,0.2038,0.3077,0.0627
UMAP-10D,xi,20,20,0.05,,15,545,0.5014,0.6252,0.1571,0.339,0.0533
UMAP-10D,xi,20,20,0.1,,9,731,0.3312,0.717,0.0786,0.4878,0.0384
UMAP-10D,xi,20,20,0.2,,1,1023,0.064,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,20,20,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,20,20,,0.3,4,1013,0.0732,0.8731,0.0047,0.7692,0.0036
UMAP-10D,dbscan,20,20,,0.5,12,236,0.7841,0.4258,0.2618,0.4,0.1047
UMAP-10D,dbscan,20,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,20,30,0.01,,17,365,0.6661,0.5527,0.2452,0.3077,0.0755
UMAP-10D,xi,20,30,0.03,,15,467,0.5727,0.6108,0.2004,0.339,0.0679
UMAP-10D,xi,20,30,0.05,,11,652,0.4035,0.6825,0.1111,0.4255,0.0473
UMAP-10D,xi,20,30,0.1,,8,754,0.3102,0.7232,0.0696,0.5263,0.0366
UMAP-10D,xi,20,30,0.2,,1,1023,0.064,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,20,30,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,20,30,,0.3,4,1013,0.0732,0.8731,0.0047,0.7692,0.0036
UMAP-10D,dbscan,20,30,,0.5,12,236,0.7841,0.4258,0.2618,0.4,0.1047
UMAP-10D,dbscan,20,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,xi,20,50,0.01,,8,495,0.5471,0.4764,0.1426,0.5263,0.0751
UMAP-10D,xi,20,50,0.03,,5,764,0.301,0.6305,0.0571,0.6897,0.0394
UMAP-10D,xi,20,50,0.05,,3,618,0.4346,0.4398,0.0831,0.8696,0.0722
UMAP-10D,xi,20,50,0.1,,2,973,0.1098,0.8824,0.0106,1.0,0.0106
UMAP-10D,xi,20,50,0.2,,1,1023,0.064,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,20,50,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-10D,dbscan,20,50,,0.3,4,1013,0.0732,0.8731,0.0047,0.7692,0.0036
UMAP-10D,dbscan,20,50,,0.5,12,236,0.7841,0.4258,0.2618,0.4,0.1047
UMAP-10D,dbscan,20,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,3,10,0.01,,42,547,0.4995,0.5824,0.1453,0.1429,0.0208
UMAP-15D,xi,3,10,0.03,,40,577,0.4721,0.5936,0.1323,0.1493,0.0197
UMAP-15D,xi,3,10,0.05,,38,600,0.4511,0.5996,0.122,0.1562,0.0191
UMAP-15D,xi,3,10,0.1,,33,615,0.4373,0.5958,0.114,0.177,0.0202
UMAP-15D,xi,3,10,0.2,,15,891,0.1848,0.7253,0.0248,0.339,0.0084
UMAP-15D,dbscan,3,10,,0.2,84,282,0.742,0.4825,0.2656,0.0752,0.02
UMAP-15D,dbscan,3,10,,0.3,36,50,0.9543,0.2608,0.2375,0.1639,0.0389
UMAP-15D,dbscan,3,10,,0.5,4,1,0.9991,-0.1419,-1.0,1.0,-1.0
UMAP-15D,dbscan,3,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,3,20,0.01,,23,543,0.5032,0.5725,0.145,0.241,0.0349
UMAP-15D,xi,3,20,0.03,,23,529,0.516,0.5615,0.1495,0.241,0.036
UMAP-15D,xi,3,20,0.05,,23,481,0.5599,0.543,0.1702,0.241,0.041
UMAP-15D,xi,3,20,0.1,,14,710,0.3504,0.6724,0.0826,0.3571,0.0295
UMAP-15D,xi,3,20,0.2,,6,871,0.2031,0.7452,0.0307,0.625,0.0192
UMAP-15D,dbscan,3,20,,0.2,84,282,0.742,0.4825,0.2656,0.0752,0.02
UMAP-15D,dbscan,3,20,,0.3,36,50,0.9543,0.2608,0.2375,0.1639,0.0389
UMAP-15D,dbscan,3,20,,0.5,4,1,0.9991,-0.1419,-1.0,1.0,-1.0
UMAP-15D,dbscan,3,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,3,30,0.01,,16,455,0.5837,0.5847,0.1992,0.3226,0.0643
UMAP-15D,xi,3,30,0.03,,16,449,0.5892,0.5792,0.2011,0.3226,0.0649
UMAP-15D,xi,3,30,0.05,,16,445,0.5929,0.578,0.2032,0.3226,0.0655
UMAP-15D,xi,3,30,0.1,,10,630,0.4236,0.6701,0.1203,0.4545,0.0547
UMAP-15D,xi,3,30,0.2,,4,918,0.1601,0.7412,0.019,0.7692,0.0146
UMAP-15D,dbscan,3,30,,0.2,84,282,0.742,0.4825,0.2656,0.0752,0.02
UMAP-15D,dbscan,3,30,,0.3,36,50,0.9543,0.2608,0.2375,0.1639,0.0389
UMAP-15D,dbscan,3,30,,0.5,4,1,0.9991,-0.1419,-1.0,1.0,-1.0
UMAP-15D,dbscan,3,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,3,50,0.01,,9,567,0.4812,0.5329,0.1234,0.4878,0.0602
UMAP-15D,xi,3,50,0.03,,7,669,0.3879,0.5647,0.085,0.5714,0.0486
UMAP-15D,xi,3,50,0.05,,7,670,0.387,0.5648,0.0846,0.5714,0.0483
UMAP-15D,xi,3,50,0.1,,5,782,0.2845,0.6982,0.0565,0.6897,0.039
UMAP-15D,xi,3,50,0.2,,1,1043,0.0457,-1.0,-1.0,1.0,-1.0
UMAP-15D,dbscan,3,50,,0.2,84,282,0.742,0.4825,0.2656,0.0752,0.02
UMAP-15D,dbscan,3,50,,0.3,36,50,0.9543,0.2608,0.2375,0.1639,0.0389
UMAP-15D,dbscan,3,50,,0.5,4,1,0.9991,-0.1419,-1.0,1.0,-1.0
UMAP-15D,dbscan,3,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,5,10,0.01,,44,452,0.5865,0.5438,0.187,0.137,0.0256
UMAP-15D,xi,5,10,0.03,,43,490,0.5517,0.5647,0.1719,0.1399,0.024
UMAP-15D,xi,5,10,0.05,,41,505,0.538,0.5677,0.1643,0.146,0.024
UMAP-15D,xi,5,10,0.1,,32,575,0.4739,0.5878,0.132,0.1818,0.024
UMAP-15D,xi,5,10,0.2,,13,857,0.2159,0.6959,0.0324,0.3774,0.0122
UMAP-15D,dbscan,5,10,,0.2,54,482,0.559,0.591,0.1847,0.1136,0.021
UMAP-15D,dbscan,5,10,,0.3,40,130,0.8811,0.408,0.3167,0.1493,0.0473
UMAP-15D,dbscan,5,10,,0.5,4,4,0.9963,-0.0412,-1.0,1.0,-1.0
UMAP-15D,dbscan,5,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,5,20,0.01,,23,501,0.5416,0.5787,0.1698,0.241,0.0409
UMAP-15D,xi,5,20,0.03,,22,496,0.5462,0.582,0.1736,0.25,0.0434
UMAP-15D,xi,5,20,0.05,,20,516,0.5279,0.5888,0.1641,0.2703,0.0443
UMAP-15D,xi,5,20,0.1,,13,674,0.3833,0.6445,0.0947,0.3774,0.0357
UMAP-15D,xi,5,20,0.2,,6,876,0.1985,0.7028,0.0277,0.625,0.0173
UMAP-15D,dbscan,5,20,,0.2,54,482,0.559,0.591,0.1847,0.1136,0.021
UMAP-15D,dbscan,5,20,,0.3,40,130,0.8811,0.408,0.3167,0.1493,0.0473
UMAP-15D,dbscan,5,20,,0.5,4,4,0.9963,-0.0412,-1.0,1.0,-1.0
UMAP-15D,dbscan,5,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,5,30,0.01,,19,354,0.6761,0.5225,0.2389,0.2817,0.0673
UMAP-15D,xi,5,30,0.03,,19,360,0.6706,0.5248,0.236,0.2817,0.0665
UMAP-15D,xi,5,30,0.05,,16,471,0.5691,0.5845,0.1893,0.3226,0.0611
UMAP-15D,xi,5,30,0.1,,8,772,0.2937,0.7333,0.0632,0.5263,0.0333
UMAP-15D,xi,5,30,0.2,,4,923,0.1555,0.7025,0.017,0.7692,0.0131
UMAP-15D,dbscan,5,30,,0.2,54,482,0.559,0.591,0.1847,0.1136,0.021
UMAP-15D,dbscan,5,30,,0.3,40,130,0.8811,0.408,0.3167,0.1493,0.0473
UMAP-15D,dbscan,5,30,,0.5,4,4,0.9963,-0.0412,-1.0,1.0,-1.0
UMAP-15D,dbscan,5,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,5,50,0.01,,7,568,0.4803,0.4076,0.094,0.5714,0.0537
UMAP-15D,xi,5,50,0.03,,4,830,0.2406,0.7793,0.0451,0.7692,0.0347
UMAP-15D,xi,5,50,0.05,,4,829,0.2415,0.7771,0.0453,0.7692,0.0349
UMAP-15D,xi,5,50,0.1,,2,969,0.1134,0.8879,0.0114,1.0,0.0114
UMAP-15D,xi,5,50,0.2,,1,1043,0.0457,-1.0,-1.0,1.0,-1.0
UMAP-15D,dbscan,5,50,,0.2,54,482,0.559,0.591,0.1847,0.1136,0.021
UMAP-15D,dbscan,5,50,,0.3,40,130,0.8811,0.408,0.3167,0.1493,0.0473
UMAP-15D,dbscan,5,50,,0.5,4,4,0.9963,-0.0412,-1.0,1.0,-1.0
UMAP-15D,dbscan,5,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,10,10,0.01,,37,322,0.7054,0.4849,0.2413,0.16,0.0386
UMAP-15D,xi,10,10,0.03,,35,415,0.6203,0.5162,0.1986,0.1681,0.0334
UMAP-15D,xi,10,10,0.05,,34,471,0.5691,0.5497,0.178,0.1724,0.0307
UMAP-15D,xi,10,10,0.1,,16,803,0.2653,0.6571,0.0463,0.3226,0.0149
UMAP-15D,xi,10,10,0.2,,5,988,0.0961,0.8446,0.0078,0.6897,0.0054
UMAP-15D,dbscan,10,10,,0.2,13,949,0.1317,0.725,0.0126,0.3774,0.0047
UMAP-15D,dbscan,10,10,,0.3,24,481,0.5599,0.5898,0.1849,0.2326,0.043
UMAP-15D,dbscan,10,10,,0.5,6,31,0.9716,0.1644,0.1552,0.625,0.097
UMAP-15D,dbscan,10,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,10,20,0.01,,23,373,0.6587,0.5219,0.2265,0.241,0.0546
UMAP-15D,xi,10,20,0.03,,21,450,0.5883,0.5497,0.1902,0.2597,0.0494
UMAP-15D,xi,10,20,0.05,,20,503,0.5398,0.5833,0.17,0.2703,0.0459
UMAP-15D,xi,10,20,0.1,,9,778,0.2882,0.6488,0.0539,0.4878,0.0263
UMAP-15D,xi,10,20,0.2,,4,943,0.1372,0.7396,0.0139,0.7692,0.0107
UMAP-15D,dbscan,10,20,,0.2,13,949,0.1317,0.725,0.0126,0.3774,0.0047
UMAP-15D,dbscan,10,20,,0.3,24,481,0.5599,0.5898,0.1849,0.2326,0.043
UMAP-15D,dbscan,10,20,,0.5,6,31,0.9716,0.1644,0.1552,0.625,0.097
UMAP-15D,dbscan,10,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,10,30,0.01,,18,364,0.667,0.527,0.2344,0.2941,0.069
UMAP-15D,xi,10,30,0.03,,16,445,0.5929,0.5864,0.2061,0.3226,0.0665
UMAP-15D,xi,10,30,0.05,,13,527,0.5178,0.6441,0.1727,0.3774,0.0652
UMAP-15D,xi,10,30,0.1,,8,729,0.333,0.6911,0.0766,0.5263,0.0403
UMAP-15D,xi,10,30,0.2,,3,966,0.1162,0.7167,0.0097,0.8696,0.0084
UMAP-15D,dbscan,10,30,,0.2,13,949,0.1317,0.725,0.0126,0.3774,0.0047
UMAP-15D,dbscan,10,30,,0.3,24,481,0.5599,0.5898,0.1849,0.2326,0.043
UMAP-15D,dbscan,10,30,,0.5,6,31,0.9716,0.1644,0.1552,0.625,0.097
UMAP-15D,dbscan,10,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,10,50,0.01,,8,546,0.5005,0.4738,0.1187,0.5263,0.0625
UMAP-15D,xi,10,50,0.03,,4,833,0.2379,0.771,0.0436,0.7692,0.0336
UMAP-15D,xi,10,50,0.05,,4,733,0.3294,0.6798,0.0738,0.7692,0.0567
UMAP-15D,xi,10,50,0.1,,2,973,0.1098,0.8925,0.0108,1.0,0.0108
UMAP-15D,xi,10,50,0.2,,1,1043,0.0457,-1.0,-1.0,1.0,-1.0
UMAP-15D,dbscan,10,50,,0.2,13,949,0.1317,0.725,0.0126,0.3774,0.0047
UMAP-15D,dbscan,10,50,,0.3,24,481,0.5599,0.5898,0.1849,0.2326,0.043
UMAP-15D,dbscan,10,50,,0.5,6,31,0.9716,0.1644,0.1552,0.625,0.097
UMAP-15D,dbscan,10,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,20,10,0.01,,22,266,0.7566,0.4736,0.2711,0.25,0.0678
UMAP-15D,xi,20,10,0.03,,19,391,0.6423,0.5507,0.2272,0.2817,0.064
UMAP-15D,xi,20,10,0.05,,18,501,0.5416,0.5889,0.1728,0.2941,0.0508
UMAP-15D,xi,20,10,0.1,,9,789,0.2781,0.7215,0.0558,0.4878,0.0272
UMAP-15D,xi,20,10,0.2,,4,900,0.1766,0.7315,0.0228,0.7692,0.0175
UMAP-15D,dbscan,20,10,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,dbscan,20,10,,0.3,8,958,0.1235,0.7261,0.0111,0.5263,0.0058
UMAP-15D,dbscan,20,10,,0.5,11,283,0.7411,0.4236,0.2326,0.4255,0.099
UMAP-15D,dbscan,20,10,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,20,20,0.01,,20,281,0.7429,0.4925,0.2718,0.2703,0.0735
UMAP-15D,xi,20,20,0.03,,18,410,0.6249,0.5572,0.2176,0.2941,0.064
UMAP-15D,xi,20,20,0.05,,16,500,0.5425,0.5817,0.1712,0.3226,0.0552
UMAP-15D,xi,20,20,0.1,,7,816,0.2534,0.7358,0.0473,0.5714,0.027
UMAP-15D,xi,20,20,0.2,,4,900,0.1766,0.7315,0.0228,0.7692,0.0175
UMAP-15D,dbscan,20,20,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,dbscan,20,20,,0.3,8,958,0.1235,0.7261,0.0111,0.5263,0.0058
UMAP-15D,dbscan,20,20,,0.5,11,283,0.7411,0.4236,0.2326,0.4255,0.099
UMAP-15D,dbscan,20,20,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,20,30,0.01,,16,322,0.7054,0.5122,0.2549,0.3226,0.0822
UMAP-15D,xi,20,30,0.03,,15,424,0.6121,0.5646,0.2115,0.339,0.0717
UMAP-15D,xi,20,30,0.05,,12,555,0.4922,0.6123,0.1483,0.4,0.0593
UMAP-15D,xi,20,30,0.1,,7,769,0.2964,0.702,0.0617,0.5714,0.0352
UMAP-15D,xi,20,30,0.2,,4,900,0.1766,0.7315,0.0228,0.7692,0.0175
UMAP-15D,dbscan,20,30,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,dbscan,20,30,,0.3,8,958,0.1235,0.7261,0.0111,0.5263,0.0058
UMAP-15D,dbscan,20,30,,0.5,11,283,0.7411,0.4236,0.2326,0.4255,0.099
UMAP-15D,dbscan,20,30,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,20,50,0.01,,8,541,0.505,0.5294,0.135,0.5263,0.0711
UMAP-15D,xi,20,50,0.03,,6,708,0.3522,0.6359,0.0789,0.625,0.0493
UMAP-15D,xi,20,50,0.05,,4,833,0.2379,0.7829,0.0443,0.7692,0.0341
UMAP-15D,xi,20,50,0.1,,1,1023,0.064,-1.0,-1.0,1.0,-1.0
UMAP-15D,xi,20,50,0.2,,1,1023,0.064,-1.0,-1.0,1.0,-1.0
UMAP-15D,dbscan,20,50,,0.2,0,1093,0.0,-1.0,-1.0,1.0,-1.0
UMAP-15D,dbscan,20,50,,0.3,8,958,0.1235,0.7261,0.0111,0.5263,0.0058
UMAP-15D,dbscan,20,50,,0.5,11,283,0.7411,0.4236,0.2326,0.4255,0.099
UMAP-15D,dbscan,20,50,,1.0,1,0,1.0,-1.0,-1.0,1.0,-1.0
